FID,X,Y,SOC,Precipitation,Temperature,Elevation,Slope,Soiltype,Green,Red,SWIR1,BSI,EVI,GNDVI,GSAVI,NDVI,NMDI,SAVI
421,205368,2535764,2.7,0.046833431,0.90292576,0.687615959,0.262138341,4,0.277357303,0.292255456,0.576161199,0.273071302,0.475755423,0.917517916,0.438847448,0.130003375,0.239366997,0.925308031
422,262606,2533826,2.49,0.612835225,0.180648845,0.219800759,0.292388317,4,0.638204,0.499378146,0.484788589,0.771947047,0.426681001,0.748952148,0.745966446,0.53511757,0.518410739,0.205765631
423,199316,2531651,5.12,0.815639678,0.314212256,0.229783714,0.408454668,4,0.644403414,0.763127719,0.29722064,0.554743661,0.691788632,0.01000097,0.725467602,0.898270686,0.804442644,0.958104777
424,178687,2529192,1.29,0.173891696,0.91093179,0.131316988,0.289400645,4,0.345125979,0.198138838,0.291883423,0.802689352,0.978967262,0.586383447,0.991209961,0.53544072,0.590721191,0.331711116
425,203444,2529929,2.99,0.118969277,0.474000561,0.564361019,0.78174816,3,0.058738161,0.907200432,0.847211847,0.114615321,0.854603332,0.144687487,0.069773431,0.366519204,0.331226541,0.641017607
426,268384,2529020,1.46,0.377812828,0.511580149,0.056792134,0.573509513,2,0.270696981,0.197262573,0.910832149,0.570685531,0.95800844,0.349824838,0.566704449,0.432928245,0.250225912,0.258031918
427,257355,2528466,2.87,0.944382165,0.392404615,0.372870378,0.536502153,1,0.317501937,0.534337393,0.074801201,0.665952227,0.332092734,0.763591097,0.953838112,0.992143498,0.859484521,0.418235492
428,176298,2524826,4.47,0.267151,0.226417045,0.673758732,0.692829345,5,0.662427849,0.520619484,0.165124771,0.679795578,0.136980332,0.563912583,0.997616512,0.121937431,0.556470469,0.987114955
429,171977,2524937,3.24,0.847841648,0.372536972,0.793201855,0.964916629,4,0.038210319,0.354684637,0.479602341,0.296870049,0.892539168,0.319501954,0.779782676,0.256830929,0.853672045,0.88211719
430,208878,2524058,1.56,0.173429426,0.946974642,0.636657694,0.102691987,2,0.376215056,0.692802061,0.699619819,0.073639672,0.856632853,0.13359585,0.442790779,0.143963601,0.103351716,0.068026102
431,187822,2523428,3.85,0.124776282,0.892504323,0.731869609,0.822697458,5,0.923936243,0.415160017,0.225688284,0.632923302,0.494603783,0.775071711,0.424887353,0.429410595,0.802779706,0.634611547
432,258588,2523659,1.45,0.042835991,0.400190254,0.537096879,0.324937844,1,0.293719106,0.802331135,0.325445507,0.781250498,0.61550447,0.618819138,0.538941892,0.86225383,0.069548315,0.510481878
433,207168,2522516,1.62,0.475572132,0.207551121,0.282896289,0.969776595,4,0.781691694,0.83428609,0.095798481,0.392971493,0.676487433,0.202204037,0.183840762,0.920036582,0.35076695,0.585423068
434,262383,2522598,2.49,0.856703726,0.078334526,0.25031561,0.373255094,3,0.614826567,0.119023652,0.021905389,0.838495345,0.891351956,0.310071416,0.795509677,0.907665599,0.401043809,0.143426221
435,192060,2521583,2.23,0.518774196,0.089715495,0.432301727,0.055894612,2,0.69926932,0.187411947,0.966206477,0.670935635,0.321609363,0.881159977,0.978953493,0.307333499,0.064679016,0.77938252
436,197805,2520731,0.85,0.833380543,0.557114774,0.060411618,0.821373043,2,0.569399464,0.570891276,0.853918017,0.530748933,0.784838174,0.992863542,0.669456234,0.413261509,0.929304105,0.234683668
437,256899,2520522,3.47,0.424958357,0.71605584,0.781300219,0.081008198,1,0.476250823,0.311908287,0.566657889,0.143406675,0.15086782,0.549970728,0.186786284,0.6394631,0.415461804,0.173835477
438,209240,2519400,1.6,0.269559873,0.505760047,0.041109646,0.318728001,3,0.644429722,0.515881035,0.302126434,0.972143555,0.801966993,0.886813098,0.106810142,0.311918619,0.064675099,0.608520573
439,200454,2518977,1.74,0.392843061,0.305378217,0.983555103,0.004827714,4,0.799940478,0.025002132,0.597367719,0.789986672,0.11208825,0.665947816,0.186315678,0.361899672,0.690901087,0.035866924
440,204196,2518235,1.95,0.384654911,0.46349101,0.954640589,0.354285725,2,0.069265309,0.890923232,0.98260478,0.689647465,0.168547538,0.098847995,0.194042018,0.642395293,0.334689134,0.778238013
441,204754,2518139,0.97,0.933010083,0.032047394,0.134325755,0.716625433,1,0.256144668,0.685574472,0.315559834,0.984694802,0.14722939,0.92402257,0.865056469,0.05529713,0.599372917,0.994319496
442,175412,2517508,3.9,0.335039151,0.449187053,0.211702369,0.671814761,5,0.882345055,0.875082739,0.579069538,0.698364427,0.6384882,0.54483028,0.295787244,0.410038073,0.666524501,0.057080784
443,185792,2516936,2.35,0.035129632,0.585146731,0.119197386,0.271903993,5,0.873143284,0.465552138,0.382230786,0.732905444,0.479121284,0.601056487,0.361217365,0.315294842,0.970816298,0.051726262
444,207168,2516340,2.24,0.42984781,0.823918194,0.099872306,0.08667318,3,0.146761397,0.248122989,0.088025542,0.131888084,0.288752785,0.735995955,0.102403925,0.918723083,0.575463182,0.916593697
445,202000,2515840,3.89,0.238048973,0.070861155,0.636540976,0.310713476,3,0.349917556,0.393009309,0.158133939,0.954314112,0.015368798,0.064375273,0.296884157,0.691006516,0.642645235,0.552327093
446,196921,2513381,1.36,0.232773844,0.203811623,0.238639601,0.766155817,5,0.024399385,0.475126528,0.372090545,0.200869186,0.113820514,0.520684588,0.768337919,0.27615304,0.959949386,0.368323658
447,199848,2512613,1.73,0.35826344,0.808558098,0.351004229,0.327851317,2,0.48085509,0.433207479,0.935250752,0.220324731,0.682415755,0.304902004,0.488548215,0.442257563,0.323289241,0.111462397
448,186760,2507479,1.8,0.382787878,0.286000564,0.716176483,0.687519287,3,0.535972686,0.398833874,0.10659651,0.14240454,0.994674225,0.97221244,0.948997153,0.449988924,0.332385569,0.259927087
449,190478,2508093,1.68,0.151998608,0.121862526,0.421045663,0.418200529,5,0.38931499,0.479557164,0.591470904,0.651692375,0.321093445,0.813896943,0.40045874,0.503522504,0.711540604,0.653349517
450,204352,2506086,1.42,0.345836849,0.738078442,0.420560298,0.595234956,4,0.608778583,0.922844645,0.712184464,0.016794277,0.759524371,0.593780173,0.416780942,0.689008056,0.644130374,0.18369902
451,199353,2505191,1.86,0.80037099,0.299090401,0.725247032,0.044160266,2,0.063275545,0.116130153,0.503234627,0.157415252,0.876989188,0.601760883,0.359540843,0.637779976,0.328953061,0.240938247
452,197800,2505178,2.19,0.393790604,0.755737813,0.900553621,0.775833744,3,0.314425031,0.902625173,0.414805162,0.2512348,0.046981242,0.806924149,0.751067262,0.343332047,0.934401367,0.468515137
453,204585,2505666,3.59,0.412429832,0.297284761,0.896417258,0.775007066,3,0.783024868,0.779169816,0.699479959,0.720546847,0.349166196,0.560837458,0.598971196,0.969993778,0.977675053,0.214108308
454,250441,2505307,2.69,0.535691267,0.352256321,0.223728842,0.528612123,3,0.736097063,0.847713796,0.456472511,0.601061109,0.13388464,0.102341554,0.764091578,0.62968556,0.994614623,0.436102623
455,244144,2504756,2.57,0.705164546,0.12233868,0.37771886,0.530837503,4,0.202725279,0.681833379,0.765096705,0.648669188,0.90253779,0.774542877,0.982832817,0.421000534,0.696996889,0.408387151
456,209831,2503945,2.57,0.653583014,0.488678197,0.20037638,0.862028162,5,0.966622403,0.94114072,0.334253914,0.729348746,0.761496181,0.330921356,0.553291853,0.51732114,0.830792987,0.666986686
457,201035,2499460,2.02,0.499514487,0.800395611,0.539678561,0.575785636,1,0.910229157,0.154352599,0.04674227,0.99129199,0.475875055,0.385550632,0.881484804,0.567524659,0.900645199,0.715968684
458,204103,2499162,2.6,0.069071476,0.231768487,0.473098761,0.749706784,4,0.271184937,0.043709896,0.485203603,0.511876988,0.897912798,0.377706283,0.152157867,0.687445464,0.599603347,0.331016848
459,248702,2498924,1.02,0.020785993,0.649262537,0.68798312,0.705509848,1,0.445498848,0.94192554,0.607480416,0.414238724,0.16142314,0.672454171,0.878100145,0.669458374,0.905128302,0.449021707
460,198773,2497475,1.81,0.598961303,0.455846829,0.745212079,0.612170936,2,0.546695093,0.131215252,0.064563497,0.956992299,0.731820051,0.4699645,0.957685285,0.510055529,0.551124065,0.021807738
461,195581,2497737,3.34,0.971518972,0.598031315,0.597272024,0.320251194,4,0.795112073,0.429677549,0.062412062,0.971889516,0.170500688,0.126254527,0.520194329,0.431013701,0.324767136,0.182710546
462,208279,2495654,3.13,0.690117523,0.434167899,0.451587,0.321433189,1,0.282070007,0.452823351,0.718140259,0.310746147,0.876775195,0.968687748,0.455176433,0.306009224,0.519528236,0.909227429
463,214295,2493366,4.71,0.430316386,0.684314081,0.711910455,0.488726034,4,0.007663201,0.39559268,0.424353163,0.132926567,0.472795838,0.850860615,0.978135801,0.6351648,0.161106388,0.45147359
464,204702,2491862,1.57,0.680435388,0.115743128,0.695619235,0.257185934,3,0.109540642,0.460510652,0.273663893,0.843882071,0.59826284,0.349865777,0.895857413,0.106888299,0.97219427,0.423713919
465,243051,2490316,4.84,0.728743092,0.751970326,0.916607671,0.482065774,5,0.928175582,0.963733181,0.198948989,0.595833328,0.871106181,0.895656157,0.264415079,0.068283718,0.161141512,0.648642846
466,203569,2487789,2.75,0.996428793,0.087544392,0.242810145,0.535954914,5,0.707973485,0.765042415,0.614095594,0.78631988,0.78564758,0.165596164,0.194815634,0.650666691,0.33292602,0.220021069
467,205518,2483384,2.2,0.681348943,0.058260249,0.371451816,0.449250329,2,0.831003691,0.540460544,0.568487196,0.290704108,0.807210213,0.859388041,0.114960752,0.057693448,0.125062624,0.082432257
468,203287,2481324,5,0.397885652,0.462358831,0.365308146,0.886015241,2,0.4320272,0.832641524,0.602971004,0.600965517,0.028026329,0.846303389,0.582933182,0.176836041,0.829312259,0.489841296
469,200842,2480185,2.43,0.382263612,0.080947178,0.409779183,0.583963542,3,0.629760772,0.999223747,0.533860421,0.717615623,0.696923259,0.189058391,0.489051755,0.885201259,0.743695009,0.887499372
470,237257,2466381,3.57,0.827808692,0.044556437,0.044721226,0.028355796,4,0.522701748,0.499915894,0.095142343,0.20056972,0.02183806,0.658123514,0.316600912,0.75821203,0.845420162,0.699452037
471,229585,2441007,4.22,0.56280934,0.277005455,0.024512647,0.673495386,5,0.67475773,0.702978432,0.776599613,0.092927983,0.325092311,0.239693817,0.266323258,0.356368924,0.923110376,0.565621771
472,220385,2438183,4.36,0.418325133,0.573199052,0.322757753,0.730795859,4,0.455037569,0.963455976,0.492220108,0.390393806,0.102066493,0.543517368,0.362049057,0.028244456,0.782559371,0.329082197
473,220767,2435317,1.14,0.909665463,0.84018183,0.021195133,0.635606066,5,0.012826218,0.263072237,0.227750327,0.993912443,0.378413207,0.83194608,0.680017435,0.533781127,0.600908429,0.789508937
474,295584,2793141,5.86,0.981747997,0.357196643,0.610755907,0.375006701,4,0.522810153,0.322755664,0.743683009,0.85328306,0.657175674,0.620301637,0.045470521,0.364299236,0.69693568,0.722224934
475,295366,2792770,2,0.280838069,0.491079707,0.43031001,0.617418321,4,0.463953459,0.399937375,0.103553919,0.11656671,0.669641312,0.610828793,0.568999641,0.86640219,0.849988577,0.626560433
476,295050,2790161,5.42,0.617536858,0.922450044,0.280674269,0.426508773,4,0.700150976,0.520865993,0.67109459,0.599697868,0.29401151,0.393568746,0.697477282,0.931159339,0.159190377,0.014789518
477,306431,2782711,5.87,0.700744066,0.901451001,0.908682718,0.420950582,5,0.601318597,0.611367587,0.992143657,0.408145979,0.624153928,0.841894778,0.538267911,0.822206444,0.230099668,0.352139336
478,312941,2783239,3.18,0.381537763,0.007307837,0.51005969,0.065164891,4,0.34245832,0.494985123,0.1190465,0.327114864,0.365043009,0.968629983,0.688777935,0.161664347,0.579411976,0.797723387
479,278348,2777801,1.31,0.830251865,0.312435583,0.776630177,0.471611332,2,0.124088288,0.005088525,0.03386091,0.679099085,0.005516157,0.370336994,0.194604606,0.582993787,0.474887608,0.791170093
480,273228,2771520,4.93,0.485447908,0.360688235,0.507225331,0.967762484,4,0.958526738,0.50143268,0.580242673,0.358041237,0.459482384,0.461931563,0.630164864,0.28404475,0.933920256,0.404831918
481,261156,2767077,3.69,0.066120807,0.812679066,0.73148017,0.1469348,3,0.118146473,0.859389126,0.889323751,0.947608915,0.112474942,0.646806799,0.63890268,0.376682204,0.330815045,0.450056548
482,256048,2764859,2.96,0.604579849,0.590217793,0.627133034,0.090266041,4,0.823097624,0.321880826,0.206450132,0.334217995,0.647881559,0.638268295,0.501974394,0.593929844,0.068812217,0.053895336
483,318256,2764174,1.37,0.806227918,0.255428512,0.845609503,0.854265628,2,0.084878571,0.587474827,0.751940023,0.188985169,0.437049723,0.126432928,0.430921053,0.471122019,0.285156905,0.040746124
484,265325,2761697,2.55,0.885601875,0.389052087,0.247726718,0.297623344,3,0.474086748,0.15564179,0.233070015,0.542049404,0.77644588,0.407833838,0.902808901,0.797481184,0.178303318,0.74797829
485,253296,2760993,4.79,0.72057356,0.02621847,0.226474011,0.254959472,1,0.541280313,0.197917931,0.607613248,0.462413556,0.074048157,0.798881962,0.902481702,0.763798084,0.424766725,0.476095939
486,256965,2760870,5.32,0.628097935,0.921483188,0.351557221,0.508390443,1,0.477481136,0.442029969,0.193372288,0.506513582,0.089516141,0.832631998,0.329243364,0.700945118,0.10589578,0.077325125
487,320525,2759737,2.61,0.887298485,0.185000404,0.03698287,0.572363806,5,0.945236248,0.620413209,0.317526711,0.928968453,0.616005663,0.90743137,0.746158176,0.654953433,0.622083078,0.771706148
488,267462,2758511,4.93,0.091136919,0.728835748,0.840018509,0.094479355,4,0.914865337,0.211990305,0.970010219,0.904299573,0.241315445,0.073800815,0.761813346,0.633996207,0.387781322,0.505759711
489,252775,2758117,6.04,0.884820496,0.266983131,0.96520551,0.253005255,2,0.285890352,0.87851192,0.531585744,0.148584515,0.722341874,0.711501454,0.657400782,0.098046815,0.228717094,0.261932982
490,254043,2757709,3.62,0.156077706,0.421190047,0.107697919,0.046896544,2,0.915991872,0.553081462,0.567600998,0.614509124,0.182972549,0.206798307,0.459317981,0.808277758,0.887481354,0.682014928
491,254838,2757348,3,0.552476278,0.324016904,0.572712934,0.67982643,2,0.283290232,0.798097745,0.99150769,0.238768026,0.034342418,0.609808364,0.200442409,0.340257414,0.988380003,0.447254874
492,260501,2756802,3.14,0.382308584,0.914406364,0.204678249,0.980203223,1,0.012013506,0.748023538,0.985584674,0.000594826,0.927194172,0.027547563,0.692444679,0.910743139,0.68529438,0.76373517
493,261532,2756552,3.72,0.106684742,0.786524461,0.106657851,0.577819222,2,0.1825476,0.032136193,0.712269682,0.432851528,0.631062753,0.86546905,0.213458589,0.694673837,0.106888287,0.252440174
494,320210,2756478,1.64,0.553199562,0.282414352,0.260213558,0.36527621,4,0.692416949,0.71897788,0.661017814,0.623631543,0.043454644,0.575174707,0.850350184,0.524947883,0.526247574,0.338790981
495,252283,2755903,3.52,0.015071154,0.176190431,0.4962047,0.076900187,5,0.417613063,0.937674996,0.486183377,0.187784375,0.894014621,0.094543451,0.261482903,0.75206039,0.699815535,0.536549116
496,317710,2755897,5.3,0.19639329,0.842968568,0.296076408,0.066644701,4,0.761462876,0.002354538,0.084108493,0.166809577,0.582630202,0.873618236,0.016042258,0.865930651,0.467904662,0.92435644
497,285118,2751821,5.65,0.938308722,0.229914282,0.60556911,0.807781652,4,0.349866804,0.524369741,0.727230165,0.004663384,0.637386996,0.611712124,0.436695458,0.564492116,0.168602081,0.085865223
498,245067,2751707,3.96,0.749772141,0.956156501,0.958261681,0.481205154,3,0.221111713,0.301886086,0.558546599,0.272058921,0.488820537,0.655799291,0.946133742,0.048204871,0.346955558,0.841374934
499,280402,2751652,3.7,0.685365657,0.125271008,0.972709643,0.807560626,3,0.894126054,0.31119951,0.984611455,0.542806834,0.01807725,0.537997006,0.927610091,0.89313249,0.895129073,0.135739277
500,267859,2751833,2.4,0.330395875,0.068400092,0.328435293,0.98850799,5,0.007113268,0.325110238,0.553993595,0.876024589,0.298170788,0.1772107,0.61349444,0.971846519,0.041010453,0.40967321
501,245617,2751667,2.43,0.971181568,0.619887828,0.826018185,0.891857399,1,0.863494798,0.53100178,0.304836376,0.924420805,0.676200262,0.625071022,0.314642647,0.004147471,0.051672932,0.37120109
502,329280,2751457,3.62,0.345602297,0.480558365,0.876789233,0.925512079,2,0.508806428,0.029533647,0.652187539,0.031200812,0.369581212,0.206026401,0.917866118,0.665572744,0.697593364,0.127569347
503,248640,2748795,2.15,0.184111609,0.750447681,0.364716757,0.62785633,1,0.300939355,0.298926303,0.380503214,0.833783005,0.747206452,0.698029414,0.872315632,0.542598988,0.828991462,0.179889428
504,272034,2748652,4.61,0.34081477,0.811187273,0.904006724,0.478900765,3,0.836351858,0.330408813,0.062534336,0.544095363,0.909622095,0.602343717,0.560934733,0.057953115,0.617037923,0.959008451
505,326929,2747494,2.68,0.405179587,0.236632375,0.786787746,0.736435938,5,0.632707978,0.40569688,0.877964656,0.594784233,0.521934655,0.617023418,0.613491476,0.672057223,0.901035701,0.090079476
506,322545,2743698,1.13,0.79611493,0.444148609,0.799949623,0.135340482,1,0.909670131,0.593379824,0.393401715,0.370893831,0.193212665,0.728220039,0.663174085,0.988392054,0.513747002,0.836983698
507,253124,2742825,2.61,0.105046158,0.665334597,0.523680488,0.645823781,3,0.080212323,0.940655464,0.20754699,0.011573482,0.529412624,0.316268844,0.635261206,0.842469646,0.650232362,0.751507005
508,283127,2741179,1.78,0.572275077,0.238118559,0.722008775,0.072410711,4,0.221373762,0.239632993,0.326577454,0.153705833,0.184845229,0.308502652,0.492244699,0.542544612,0.431438139,0.321413878
509,253850,2739573,1.56,0.969822331,0.505250271,0.300671872,0.716658587,4,0.999751456,0.518438943,0.411000637,0.765865435,0.091250559,0.194022221,0.254006559,0.184421708,0.79170033,0.296180203
510,237612,2735457,3.63,0.44527525,0.700825078,0.3419892,0.506365493,3,0.094516752,0.711396544,0.31848934,0.381997837,0.03990844,0.960888464,0.050419733,0.77802814,0.035159267,0.528893187
511,251205,2735057,1.35,0.611722601,0.993487269,0.004788423,0.370550108,5,0.136595557,0.232538546,0.764227442,0.410039807,0.812087122,0.281702962,0.077855996,0.558397129,0.391486179,0.971625619
512,238961,2733512,3.09,0.354551892,0.7642209,0.311610808,0.467935547,2,0.445880241,0.165714487,0.10210917,0.082582644,0.238946938,0.443301078,0.162293483,0.987390549,0.362114018,0.879571071
513,234900,2731250,0.82,0.468342353,0.158686435,0.016810043,0.189124807,5,0.808417669,0.363056662,0.90208355,0.278481932,0.272842032,0.486303076,0.701451887,0.645352736,0.109083433,0.526825212
514,332733,2731983,2.34,0.62572639,0.067067017,0.16410499,0.302078312,4,0.828952081,0.167164651,0.638599446,0.937407514,0.592082356,0.718185115,0.948160594,0.315118192,0.477969626,0.69142323
515,321547,2730199,1.2,0.093926015,0.732636524,0.031766027,0.139188342,3,0.369659658,0.435260198,0.937555624,0.353467893,0.049472633,0.588111636,0.703288524,0.079767406,0.744693291,0.210459987
516,285293,2730025,4.9,0.754065362,0.369923349,0.228122322,0.686918539,4,0.388403909,0.048581975,0.874614841,0.570173203,0.222579564,0.212362723,0.605517557,0.480747458,0.148449033,0.737853699
517,227310,2726874,1.73,0.134379775,0.238305469,0.309759805,0.49039405,1,0.650259406,0.706726903,0.612120391,0.441690129,0.063787996,0.087040653,0.043221823,0.002357459,0.994571142,0.302231173
518,236691,2724480,1.1,0.024184804,0.836295492,0.617788796,0.599725687,3,0.32727264,0.661170542,0.590686941,0.602358889,0.612131326,0.311592973,0.163995193,0.226000738,0.200002284,0.162054504
519,241365,2703838,1.79,0.186978065,0.558874413,0.075616123,0.468370053,4,0.532389674,0.767818627,0.915978308,0.612764736,0.993440048,0.15751895,0.094924329,0.430320547,0.900519613,0.690391628
520,232618,2694198,1.13,0.023682642,0.969810017,0.554711148,0.01382817,2,0.07488068,0.866446062,0.639459271,0.195696822,0.422830159,0.682138536,0.392182017,0.220335614,0.019301572,0.419427022
521,237874,2693370,1.38,0.627308077,0.531911191,0.902402343,0.198243601,2,0.674613888,0.648011653,0.230635126,0.890265072,0.258590212,0.696117707,0.231834952,0.539166721,0.510330048,0.463714706
522,228437,2692451,2.98,0.877293396,0.114833292,0.07933307,0.584397158,3,0.858840008,0.679475071,0.309804313,0.801974057,0.20186937,0.090130897,0.161638342,0.926608177,0.061515187,0.52407755
523,232612,2692506,1.28,0.809107414,0.775164276,0.371598986,0.046403289,2,0.444745703,0.120103277,0.827214354,0.132077452,0.078715835,0.254409739,0.801424934,0.600390752,0.294202158,0.483179213
524,229901,2691560,2.28,0.94933688,0.07735357,0.249149604,0.15982179,1,0.987530034,0.926801302,0.878685789,0.289846599,0.532416614,0.782287524,0.072810646,0.275662204,0.805630341,0.649757306
525,243069,2690709,4.34,0.832891272,0.714896161,0.372388592,0.319449851,2,0.138425656,0.044462523,0.656617838,0.560646338,0.267162937,0.6279293,0.695718185,0.626490269,0.609567416,0.269900852
526,210776,2688163,1.46,0.402271248,0.277826725,0.085012444,0.756178958,4,0.926271352,0.984171587,0.640932206,0.883668037,0.144290609,0.26201698,0.296508667,0.229337169,0.890560005,0.109555509
527,216903,2687592,1.92,0.304396755,0.907538679,0.141936673,0.716995811,5,0.963548192,0.76445614,0.877715805,0.788126754,0.57108149,0.350548944,0.90619834,0.095213025,0.488444717,0.35584763
528,218785,2687290,2.18,0.079035957,0.278404588,0.208382374,0.84416483,5,0.120865238,0.459517653,0.637483166,0.865758105,0.772620737,0.529659767,0.935138102,0.867941494,0.108877457,0.631677242
529,277303,2685768,6.25,0.584555058,0.420351025,0.352601412,0.663264232,1,0.63425707,0.782738847,0.967806692,0.439814412,0.016275395,0.022954627,0.887750145,0.809881015,0.076790385,0.395059622
530,226232,2681229,3.53,0.351101746,0.433238064,0.963620518,0.857860134,3,0.653799292,0.852101821,0.345333946,0.101112823,0.966862579,0.912957893,0.939826753,0.190529944,0.528881135,0.276667578
531,236380,2681312,2.88,0.114770728,0.434672124,0.045369067,0.545658999,5,0.051777558,0.694274691,0.181436594,0.426124091,0.627220851,0.413573207,0.018761162,0.394694867,0.918516999,0.800733737
532,236986,2681117,2.92,0.281688114,0.033442157,0.074357887,0.65361908,4,0.513521472,0.272295009,0.639889724,0.177130973,0.437446114,0.357610181,0.659483659,0.263397135,0.985553448,0.536834105
533,231653,2680022,4.29,0.56016277,0.466960626,0.273767541,0.414747177,1,0.512896589,0.668489767,0.909273544,0.287809989,0.124364826,0.033381864,0.745876457,0.132799649,0.751552261,0.537527097
534,231988,2676279,2,0.92264447,0.056877296,0.209341403,0.964598758,4,0.846173638,0.295511353,0.931784007,0.462925019,0.855483894,0.33452463,0.531086869,0.809063653,0.069830103,0.442447843
535,230660,2667932,1.3,0.522430706,0.130961791,0.568352481,0.318995798,2,0.553777119,0.445579796,0.919955008,0.184364483,0.433138199,0.454084734,0.315967231,0.624981719,0.174514073,0.490045869
536,231113,2667797,2.29,0.182688974,0.400953913,0.111956741,0.550745426,3,0.626451773,0.182229849,0.49950322,0.788367653,0.712198794,0.823010985,0.932533554,0.475608298,0.632794195,0.427447283
537,238496,2667923,3.82,0.911006734,0.282176363,0.079800342,0.618378822,4,0.975892342,0.43157348,0.134355356,0.594826988,0.112705473,0.634693917,0.125446382,0.611562156,0.588412959,0.038386455
538,224797,2663497,2.41,0.357644746,0.273145245,0.73404653,0.363572992,2,0.059949681,0.779352982,0.146050451,0.578973635,0.20361866,0.008353585,0.849440574,0.906910542,0.91047425,0.690274508
539,187779,2660017,2.29,0.188778664,0.240044583,0.780663744,0.562851207,4,0.830058442,0.312904605,0.816139571,0.877587824,0.619753595,0.22383439,0.789413883,0.483517648,0.482294656,0.381296301
540,193216,2659406,4.04,0.497036987,0.577576345,0.316288555,0.490519757,4,0.400502474,0.554339567,0.744875498,0.311315116,0.029180165,0.647997355,0.325932236,0.427819362,0.276439379,0.278864154
541,188268,2657957,1.77,0.422633137,0.928823198,0.920049724,0.991162146,3,0.564160395,0.245555426,0.322076526,0.884308984,0.45427711,0.582413447,0.367620005,0.392139186,0.120029594,0.026655568
542,199632,2655616,3.54,0.628559739,0.868908532,0.671102375,0.378297192,5,0.037780667,0.817538768,0.321147231,0.119203899,0.033207365,0.500295574,0.09806835,0.95984447,0.752001416,0.167799939
543,186471,2655216,1.46,0.34873233,0.281100564,0.378084577,0.744069049,3,0.112911046,0.179534555,0.340264216,0.571410418,0.205250504,0.576813294,0.916741386,0.206560304,0.90666434,0.53603415
544,202041,2654258,5.73,0.520297492,0.660885798,0.781631633,0.988355222,2,0.360449494,0.003913056,0.047184425,0.772729054,0.719658878,0.748612266,0.589488554,0.89882647,0.728525701,0.910690542
545,249447,2653341,1.54,0.717871625,0.861122437,0.296022844,0.601327374,3,0.496156788,0.362444563,0.822416663,0.214939444,0.660064401,0.664496115,0.28277585,0.014168839,0.161253801,0.446945454
546,202850,2653029,3.34,0.69355189,0.218087545,0.979299345,0.69628895,1,0.521087067,0.041631887,0.732165909,0.658889388,0.576665562,0.454476183,0.128886931,0.933379351,0.617188893,0.943076933
547,249857,2651879,1.95,0.37744438,0.954879299,0.243628915,0.761547244,5,0.185508384,0.38893724,0.646810513,0.388304086,0.045424008,0.86533383,0.835242815,0.344245985,0.899259231,0.089847543
548,189684,2652000,1.43,0.494547057,0.657078355,0.647705306,0.410046639,5,0.234781324,0.799819612,0.821233315,0.065338171,0.390517031,0.10939684,0.645458217,0.624641023,0.478117472,0.088600643
549,227255,2650832,2.53,0.847824324,0.723790122,0.348388116,0.447974536,3,0.110499461,0.452642981,0.424032958,0.10496555,0.152487814,0.557388617,0.613284331,0.393865132,0.039084078,0.098973798
550,242772,2651121,4.95,0.650943582,0.213498434,0.341175851,0.078859484,3,0.646893331,0.461026286,0.740119904,0.805875231,0.453757702,0.336664411,0.181076501,0.387340364,0.271490767,0.985726586
551,200182,2650659,3.99,0.365491416,0.244563801,0.142472615,0.669957055,3,0.912606286,0.835826193,0.417908478,0.644948411,0.986926938,0.230695311,0.991146933,0.085902382,0.658279738,0.037614304
552,304245,2650031,5.08,0.937826488,0.429609006,0.04545269,0.2157714,2,0.429269123,0.663365508,0.991534218,0.033570993,0.901797509,0.068958887,0.840559463,0.410096869,0.125729304,0.715061363
553,188888,2649083,2.53,0.716749977,0.229344493,0.466711339,0.348704584,3,0.567692707,0.147896457,0.586449555,0.3558347,0.536319462,0.552960769,0.869807563,0.69781434,0.349935035,0.516698956
554,197932,2648642,3.51,0.431115409,0.741283614,0.112026471,0.87570023,1,0.079566945,0.833584043,0.471199004,0.234305744,0.921039729,0.398210361,0.400041581,0.763859497,0.980050998,0.86252376
555,236396,2647941,2.08,0.335585902,0.807307505,0.948602138,0.077874367,5,0.022447341,0.608306371,0.647447321,0.285777623,0.827431278,0.769959509,0.949038515,0.858444242,0.130326247,0.782081858
556,307063,2648073,2.97,0.107815094,0.386773111,0.06365873,0.121214993,5,0.121328542,0.975759559,0.072016135,0.631117724,0.208028276,0.328913047,0.464692896,0.887724466,0.436392955,0.575815977
557,217360,2647741,2.59,0.022766314,0.244196392,0.863321123,0.280312988,2,0.840625693,0.744818498,0.808629244,0.339759819,0.949014563,0.050496561,0.207081938,0.265779385,0.648911845,0.253180502
558,181140,2646835,2.24,0.264353612,0.58870955,0.299565954,0.312995998,5,0.65569516,0.255583323,0.171287724,0.18332547,0.203954961,0.757834587,0.889072163,0.601560364,0.212260189,0.740127207
559,219863,2646768,3.74,0.410034126,0.768633354,0.382934681,0.454456282,1,0.509888446,0.676143595,0.760528441,0.378862125,0.397953001,0.297874002,0.830868171,0.625257723,0.809604863,0.307584695
560,194761,2646626,1.74,0.55597311,0.106386702,0.40376074,0.787876341,2,0.054394848,0.200525567,0.2819981,0.140116554,0.087554364,0.255383135,0.857679884,0.34825931,0.17228818,0.246138042
