X,Y,Fold,SOC,Precipitation,Temperature,Elevation,Soiltype,Blue,Green,BSI,GNDVI,GSAVI,NBR,NDVI,NMDI,OSAVI,SAVI,NIR
231999,2462430,10,1.32,0.944702904,0.165968055,0.640902483,3,0.383673808,0.517536241,0.449845602,0.824489122,0.820580942,0.240697194,0.397498327,0.030300222,0.289875342,0.735367763,0.291635635
263244,2731989,3,1.85,0.184378422,0.610130009,0.561564047,3,0.097859189,0.023300957,0.90879217,0.389920229,0.801959802,0.610774887,0.11483736,0.752381218,0.393339245,0.461509312,0.90643956
272208,2738827,2,1.06,0.018301545,0.842745837,0.475652292,5,0.434843974,0.691672208,0.149563057,0.86025113,0.585252371,0.150128564,0.927846594,0.407236749,0.875293615,0.264920362,0.742081486
329576,2760807,1,2.35,0.962329386,0.554770137,0.61592674,4,0.554365138,0.588155466,0.180285989,0.433338189,0.564336259,0.037558753,0.208563132,0.718704579,0.476074087,0.269195507,0.089409403
226886,2623399,6,1.88,0.850899992,0.19368668,0.883444785,1,0.244893872,0.954831918,0.770264714,0.456158064,0.966597418,0.297349574,0.505913564,0.112858263,0.846713934,0.567912194,0.113589154
288898,2727530,3,2.38,0.47334455,0.751451392,0.152406974,5,0.061165129,0.927813971,0.478518712,0.447674267,0.533708389,0.532386486,0.901874713,0.759845923,0.062209577,0.486029479,0.252168508
222905,2590412,7,1.64,0.74795111,0.517130226,0.235370672,3,0.219391798,0.388176494,0.934233637,0.35248853,0.008483753,0.115031203,0.946368643,0.004269522,0.920178954,0.971105601,0.870703671
185175,2508013,9,4.07,0.046357027,0.103657042,0.867486796,2,0.376866979,0.256042271,0.313492312,0.92001509,0.21028882,0.636684265,0.605688715,0.552523903,0.762187041,0.779765058,0.702862893
231320,2567211,7,3.11,0.658393255,0.7019516,0.937746228,2,0.595831121,0.996587778,0.755931904,0.840538862,0.698901088,0.442634166,0.831421669,0.515939435,0.280197184,0.525716797,0.732590397
237916,2709590,4,2.18,0.546128569,0.950903202,0.899187157,2,0.16214567,0.820099048,0.081638513,0.504760543,0.703142325,0.127130318,0.699076452,0.267941872,0.566723325,0.491700201,0.483218771
246734,2700188,4,7.92,0.284901778,0.213626944,0.031230015,5,0.106617591,0.475040012,0.245487034,0.197437315,0.928871203,0.916435927,0.219379596,0.74813394,0.24124752,0.129615777,0.392389299
332320,2768747,1,1.92,0.271348157,0.113781253,0.286038208,3,0.567115149,0.571302636,0.795151486,0.118579025,0.292031758,0.08330305,0.942629878,0.333672008,0.500580628,0.742193021,0.444895462
214871,2494636,9,3.62,0.374681623,0.78575527,0.328216215,1,0.13572642,0.679019001,0.48983209,0.995116522,0.477753072,0.772734183,0.909417454,0.730222404,0.352538019,0.463175536,0.51479967
249319,2501793,9,7.92,0.720961634,0.134892899,0.465488155,2,0.560850167,0.790551835,0.3273671,0.598646464,0.727806688,0.007652314,0.935241895,0.83472004,0.376792415,0.036494978,0.170590923
275740,2579775,7,3.32,0.311097328,0.712604463,0.043801288,4,0.656411805,0.549772663,0.73015631,0.282662235,0.629056932,0.483270568,0.239777862,0.982789587,0.789437117,0.010729526,0.055843455
235013,2435814,10,5.36,0.987212493,0.850701231,0.986256394,4,0.195035622,0.117742189,0.237159279,0.405635396,0.655921752,0.998118891,0.050055099,0.362625094,0.757065249,0.722999927,0.990628114
208662,2549094,8,2.89,0.123881259,0.599481276,0.483148396,5,0.840029244,0.508609421,0.52727671,0.457954108,0.537922122,0.599537618,0.263912143,0.376487911,0.548953768,0.344516585,0.167111663
213900,2470174,10,1.54,0.088110782,0.279270048,0.944694878,4,0.878990672,0.629393353,0.463162285,0.94125642,0.234440946,0.441637373,0.308302552,0.444534336,0.320377365,0.382622545,0.347808553
290162,2569420,7,2.28,0.690838718,0.637467186,0.47888972,1,0.635091658,0.124553899,0.529363639,0.149547957,0.530897266,0.456718496,0.989057772,0.1659736,0.995966944,0.581326917,0.761123919
305521,2709736,4,10.14,0.545463328,0.150960127,0.536283398,2,0.748159915,0.855611658,0.281734886,0.096137253,0.762877451,0.44724382,0.480475731,0.288089745,0.142707214,0.62872956,0.304962387
220095,2606028,6,2.31,0.117154455,0.644918086,0.607056198,5,0.769471813,0.693781241,0.31531539,0.20735064,0.702548159,0.781141429,0.405822431,0.233239203,0.309896499,0.725675635,0.602560411
249630,2708329,4,9.26,0.890133378,0.673350694,0.528788178,2,0.944636233,0.432972254,0.316942271,0.92231673,0.093412127,0.421401128,0.886553018,0.477567438,0.256221721,0.623486948,0.767606624
216497,2485235,9,3.08,0.976947095,0.307958874,0.935307018,4,0.043737986,0.343072865,0.199289735,0.055516785,0.485884323,0.706699253,0.636871757,0.186282989,0.171477331,0.122245322,0.06236503
213009,2499129,9,5.65,0.191731536,0.511444889,0.369487385,1,0.21938595,0.703798138,0.216653335,0.489961708,0.838493175,0.919042564,0.588170154,0.423998251,0.904922505,0.716934702,0.189144587
307641,2674385,5,3.44,0.289799812,0.615753695,0.140832885,3,0.911205732,0.18723553,0.013440242,0.568634559,0.546172206,0.089138292,0.08783132,0.306157865,0.010245502,0.563029633,0.681344954
244502,2696912,4,4.7,0.851463831,0.176862615,0.652035897,1,0.537947736,0.909859281,0.312267512,0.367227657,0.705466257,0.22615058,0.086496632,0.224622075,0.277180891,0.178935204,0.719105609
335839,2767016,1,2.08,0.141076531,0.664102028,0.526403775,1,0.639247337,0.638487081,0.817283043,0.381187159,0.22702055,0.114119036,0.10096824,0.298672337,0.373560505,0.872421163,0.656603293
331252,2721855,3,5,0.445908743,0.298454624,0.108251279,3,0.539262356,0.417993347,0.049883205,0.070343323,0.704686742,0.084791108,0.167081765,0.961851505,0.909449154,0.29003241,0.79946246
238547,2487039,9,2.96,0.43316514,0.644706321,0.49445638,1,0.98626705,0.078198584,0.805008283,0.554225597,0.694727557,0.87217767,0.603594941,0.052196719,0.93850881,0.624174167,0.370296189
248636,2574021,7,2.95,0.325457229,0.166567109,0.90033887,1,0.096154032,0.81544636,0.63424449,0.754966429,0.404996274,0.186544085,0.30697054,0.581742567,0.297540722,0.496289854,0.538949749
249798,2504992,9,1.84,0.396180465,0.648076212,0.219510185,5,0.000887474,0.583326778,0.656372281,0.794826049,0.305048979,0.082034894,0.298171146,0.518093567,0.751946928,0.019662982,0.304625231
286109,2702051,4,3.41,0.9809182,0.636192603,0.284995129,2,0.444869877,0.240040012,0.830517098,0.81157933,0.728431329,0.757174108,0.700646036,0.285161448,0.068494253,0.541495372,0.475913398
247004,2708099,4,4.97,0.04988092,0.058929979,0.756008104,4,0.196927825,0.415865076,0.6924403,0.795766531,0.794697255,0.440814921,0.775221616,0.051537484,0.51878043,0.665369078,0.619462362
243822,2697372,4,3.17,0.039845642,0.814550075,0.284921438,1,0.699355937,0.639741111,0.007691653,0.566207809,0.695194327,0.186457847,0.274505142,0.858243265,0.097201701,0.236738369,0.823719516
235447,2701490,4,2,0.793579848,0.945331463,0.270728518,1,0.362711925,0.66350562,0.850885265,0.348391254,0.42387445,0.554412564,0.874760437,0.243492617,0.712592235,0.098383951,0.458762606
283717,2731879,3,3.01,0.974893651,0.441755123,0.87395938,1,0.154673334,0.009227716,0.767289528,0.235110077,0.836779894,0.579077694,0.814243968,0.469933501,0.303449702,0.981936619,0.924481487
309595,2739576,2,2.33,0.909365351,0.252050614,0.023117162,4,0.263608985,0.211295391,0.564641693,0.45329427,0.931021309,0.96421104,0.045460587,0.662618753,0.690902522,0.624873186,0.897771912
236871,2475392,10,2.01,0.922979656,0.20208697,0.003805342,3,0.505930222,0.13148668,0.693493653,0.739601975,0.221586657,0.61442064,0.205260282,0.154351227,0.579514741,0.089628141,0.129305665
255172,2720488,3,4.3,0.232153529,0.705746941,0.108072527,1,0.096622625,0.448532727,0.611127209,0.363366096,0.897499657,0.800642588,0.816130875,0.204812204,0.537921769,0.41222321,0.491079083
230457,2445244,10,4.25,0.609921397,0.408602759,0.310169008,4,0.881405076,0.163351693,0.489048408,0.584432854,0.769322163,0.669145778,0.230200768,0.607508585,0.399892076,0.16324289,0.554730242
243577,2709408,4,2.72,0.290469975,0.134173398,0.805651847,4,0.107178051,0.776574449,0.349571155,0.15269402,0.874071311,0.337687228,0.474074793,0.785361544,0.395299591,0.792787493,0.773010941
209272,2536338,8,6.44,0.861015127,0.347031164,0.184957523,2,0.767672538,0.291719937,0.827858684,0.473438129,0.572598946,0.58415443,0.812969293,0.506285981,0.451815876,0.675260509,0.198752735
222196,2533007,8,3.12,0.636556983,0.513394997,0.541236461,2,0.094899821,0.413559244,0.172518611,0.504261927,0.851234355,0.692365527,0.56800995,0.457455264,0.701472404,0.115614674,0.885353126
276969,2742256,2,7.57,0.939768865,0.095242845,0.560736855,5,0.221746015,0.128256356,0.472611848,0.83163481,0.608262709,0.483080144,0.781173206,0.683341522,0.020427509,0.432383815,0.61924992
311158,2756121,2,4.63,0.743587842,0.199344825,0.973263793,5,0.900097625,0.514238093,0.051155199,0.26808851,0.182949905,0.803288808,0.404855542,0.700519631,0.940724946,0.195362742,0.399301034
249818,2735629,2,3.54,0.263761142,0.204499246,0.008030151,2,0.005607561,0.471824539,0.563042398,0.913280732,0.13382517,0.642969402,0.221728407,0.178470639,0.125785872,0.225558759,0.127167939
174202,2503744,9,2.06,0.93304346,0.970228525,0.035821974,3,0.675897745,0.465733414,0.510100625,0.908379081,0.549561971,0.714705047,0.79390549,0.47924174,0.791943352,0.215329526,0.890527101
303326,2786594,1,3.62,0.317260842,0.31184328,0.494546531,5,0.359947864,0.285767543,0.329548921,0.923375346,0.980867598,0.125449829,0.261911738,0.099954757,0.64216888,0.086299794,0.51998532
271655,2744746,2,3.28,0.370241256,0.580782264,0.771928395,1,0.111791418,0.563343253,0.135956599,0.293360305,0.728943679,0.53565131,0.976504114,0.766115446,0.563073572,0.587951634,0.840609774
257913,2736383,2,4.31,0.245340873,0.70002613,0.364245464,4,0.346708577,0.958071875,0.492379841,0.14641273,0.941137471,0.738688088,0.928793414,0.140789258,0.288927196,0.623710926,0.205029197
215842,2514950,9,2.01,0.360421483,0.550953104,0.409308456,5,0.847896794,0.738862452,0.364749019,0.385483247,0.025861425,0.469628942,0.475645676,0.358663405,0.232905303,0.60666964,0.627021322
211759,2494173,9,4.02,0.193234611,0.915552886,0.14395607,1,0.792714049,0.699718133,0.284845138,0.992820899,0.427303093,0.852895425,0.832278234,0.59777591,0.64394355,0.686921399,0.788631994
310091,2760149,1,4.73,0.716760198,0.584950255,0.554397472,2,0.885490168,0.020218114,0.629601754,0.701070108,0.733827244,0.914527732,0.893140248,0.586872682,0.636238553,0.880729851,0.343634372
232660,2460418,10,7.61,0.213223433,0.35117193,0.950261944,3,0.05670315,0.972171624,0.108230625,0.958437517,0.654252504,0.464121231,0.778684415,0.35451626,0.151681813,0.612817738,0.012975136
274412,2745098,2,4.33,0.560644201,0.383296869,0.169741954,3,0.455183055,0.142145909,0.238523775,0.387705811,0.143920607,0.347730994,0.912673762,0.521989255,0.246159316,0.333803552,0.118393843
263902,2556581,8,3.17,0.44132604,0.921577539,0.186972394,1,0.782586735,0.902201142,0.475773283,0.001763005,0.958618296,0.411360511,0.448860771,0.297141507,0.125761377,0.681379291,0.217775648
318602,2764772,1,2.32,0.217146766,0.907373842,0.722194817,3,0.710946873,0.678503533,0.305153534,0.638909179,0.465344515,0.369434117,0.582397542,0.576440462,0.221882671,0.760264865,0.485091361
267454,2725804,3,3.78,0.13734991,0.396459286,0.337632385,4,0.033675684,0.873621581,0.163681001,0.746714748,0.300276088,0.959596515,0.41995972,0.647152273,0.810938332,0.75411232,0.330429841
237483,2456227,10,2.23,0.120195104,0.549344969,0.658022985,3,0.081521236,0.410271099,0.643661155,0.947591717,0.453101314,0.856705642,0.294854269,0.95847386,0.829333565,0.095964084,0.700277164
290345,2746123,2,3.39,0.042113255,0.510610349,0.785755416,3,0.93710938,0.047039778,0.195811439,0.757466202,0.366080693,0.587028045,0.471040098,0.774657944,0.713567813,0.809150533,0.520770292
213494,2504994,9,1.97,0.924568388,0.802189153,0.109846212,4,0.026237769,0.14214635,0.189855513,0.737986559,0.699141165,0.856357281,0.637452004,0.774509616,0.528202685,0.181876167,0.801698403
320576,2756688,1,2.48,0.156794007,0.20591375,0.191869498,5,0.678114678,0.174848592,0.028462862,0.960298436,0.576975169,0.419997972,0.309510334,0.699006263,0.797590141,0.773591003,0.961645216
195295,2540171,8,1.27,0.308991866,0.130540576,0.672510524,3,0.722869441,0.611652877,0.883939271,0.485880836,0.898249307,0.85429135,0.654776994,0.506618268,0.684300521,0.351205453,0.91069631
253387,2733602,3,8.14,0.480088646,0.259939419,0.691442091,5,0.985741488,0.006753387,0.405039935,0.577473325,0.876858041,0.350938956,0.883884048,0.48221264,0.60480913,0.949293566,0.128334453
220864,2573818,7,12.71,0.73524228,0.240129254,0.639338618,3,0.742950218,0.75235548,0.397142616,0.226724753,0.388754499,0.209685372,0.867123993,0.28777869,0.68472339,0.045520908,0.100528754
214167,2468399,10,10.14,0.365823357,0.837503723,0.295213569,2,0.200578865,0.137969512,0.860322658,0.161111794,0.011133517,0.028189026,0.045598244,0.666086376,0.132634157,0.36158156,0.827453559
318278,2761709,1,2.61,0.926390936,0.942313176,0.278645987,5,0.951045625,0.655539275,0.483511166,0.480161099,0.140780668,0.175603203,0.208925506,0.478116761,0.811462349,0.355635232,0.165795531
289584,2572493,7,12.81,0.426400786,0.311577799,0.044955024,5,0.275892647,0.253196589,0.934880778,0.072990795,0.622092007,0.089154905,0.11365022,0.984136672,0.632752109,0.606720379,0.96985463
289314,2565383,7,5.57,0.691064343,0.631511448,0.290273589,5,0.623746489,0.740929464,0.370928876,0.44006143,0.43319312,0.763747213,0.716136383,0.689652262,0.708403845,0.039319568,0.890315634
216375,2548404,8,2.79,0.057290621,0.176081196,0.746117153,4,0.97704603,0.916744458,0.490515291,0.244553782,0.693141098,0.370634216,0.254522309,0.247840832,0.940113065,0.27607277,0.560517297
238463,2668479,5,1.35,0.502914967,0.3985132,0.168715003,3,0.934673384,0.994023168,0.848930662,0.95185561,0.428060957,0.860958644,0.542913239,0.193969123,0.217565227,0.641175472,0.417013595
218009,2464492,10,7.04,0.169419705,0.918294679,0.071633888,4,0.717039821,0.199118723,0.201732009,0.24636849,0.090428654,0.627880724,0.582933191,0.723160741,0.386936937,0.450007405,0.972058232
322986,2763335,1,5.72,0.795593282,0.422771607,0.478648492,3,0.814903047,0.933484067,0.413975382,0.919407644,0.961436681,0.160469086,0.051497443,0.750099465,0.043541348,0.73509413,0.213459234
255876,2759050,1,3.52,0.845366528,0.545437393,0.245120456,3,0.786893608,0.993944904,0.714458319,0.936649787,0.060503903,0.928212478,0.186843794,0.856020548,0.037061243,0.297076927,0.646845266
302751,2783768,1,1.57,0.488711342,0.148891605,0.48627858,3,0.774366431,0.383031736,0.977620673,0.849459808,0.3042001,0.701740183,0.593871078,0.886435206,0.700385327,0.94201893,0.116864234
221254,2445937,10,2.29,0.870541287,0.586049825,0.401530199,3,0.499056132,0.221838933,0.5537396,0.817877922,0.968757595,0.470526757,0.970650918,0.038347905,0.454838904,0.547905119,0.027835214
307396,2785722,1,2.29,0.603390075,0.411871552,0.064931058,4,0.902890379,0.994504811,0.738071269,0.150115944,0.795111365,0.919318828,0.62431979,0.712607277,0.267378091,0.404423501,0.420868296
333825,2759725,1,2.87,0.178951874,0.974949918,0.892443704,4,0.405657681,0.307625143,0.543319098,0.679501676,0.623668544,0.051361069,0.156568831,0.355207442,0.072378038,0.961843817,0.141614833
267554,2530087,9,5.98,0.003186245,0.468471711,0.899962731,3,0.596013933,0.420736029,0.294050611,0.588424556,0.124116244,0.536255495,0.547941879,0.425258422,0.567590449,0.030404152,0.427936992
333064,2766100,1,4.32,0.886431196,0.659539565,0.094632071,2,0.128054151,0.335796832,0.260760757,0.382169823,0.367020721,0.57711621,0.765411603,0.24751178,0.200801403,0.699217146,0.620479551
211681,2497165,9,3.57,0.59635489,0.981976109,0.468883286,1,0.492147534,0.52141404,0.565290632,0.622867706,0.415921182,0.011749459,0.409896222,0.145929266,0.519511074,0.632450277,0.621240668
244519,2734666,2,4.46,0.742254372,0.399923153,0.018540154,5,0.914844804,0.355005597,0.030797355,0.000602973,0.217865748,0.878451307,0.037019614,0.181420977,0.79394788,0.256053968,0.748443409
294116,2677910,5,3.63,0.695567831,0.847819468,0.986653933,3,0.868811134,0.999120783,0.825062873,0.634379705,0.880658433,0.268628396,0.884380063,0.780767859,0.736127283,0.627211352,0.38850268
209117,2553601,8,2.72,0.379299896,0.705055447,0.58779051,4,0.039611514,0.323686163,0.087426078,0.858112634,0.28661571,0.956193672,0.36094334,0.583096043,0.716223272,0.67968537,0.714421185
215072,2507578,9,1.32,0.580109495,0.77627541,0.39184172,3,0.550225881,0.166307207,0.701102499,0.395547593,0.160360446,0.95613476,0.586759863,0.303612122,0.564883679,0.419786872,0.550878579
219915,2651424,5,3.94,0.850127043,0.82153562,0.810012215,3,0.443394573,0.08003189,0.418629987,0.879810113,0.717500641,0.32788083,0.569270515,0.29598229,0.768014482,0.149173099,0.478854927
232110,2676615,5,2.45,0.905494428,0.234004133,0.303811767,5,0.314381543,0.899118522,0.370969447,0.425107639,0.6774361,0.722092343,0.667937698,0.606904272,0.693722619,0.135264622,0.139827742
224235,2702719,4,2.23,0.986076778,0.005635222,0.772136907,3,0.681180198,0.721894883,0.793800841,0.92354646,0.74934695,0.547679081,0.618951636,0.590554563,0.921074136,0.556781959,0.327135989
315153,2759880,1,2.45,0.756312139,0.365900668,0.54571629,4,0.562772102,0.583764776,0.636145356,0.18245017,0.526304722,0.22590392,0.197428854,0.838787896,0.467379276,0.088960245,0.492826873
280215,2553321,8,2.31,0.500332574,0.889267079,0.886924439,3,0.93399398,0.322415692,0.679429578,0.122644477,0.60112469,0.898881829,0.541528262,0.949474184,0.779447357,0.198081009,0.556566818
194047,2528966,9,2.72,0.726102094,0.663560174,0.717338813,5,0.477172936,0.616078635,0.790663805,0.765793668,0.876296198,0.397567469,0.8764262,0.154159938,0.949806741,0.120988419,0.201577373
228349,2728304,3,5.94,0.123529474,0.995568663,0.403489689,3,0.773950241,0.45631816,0.949047384,0.966989049,0.822573492,0.782074988,0.587168059,0.033232022,0.851702189,0.341618351,0.046759024
233614,2460009,10,1.36,0.476582656,0.215387261,0.161362258,5,0.537688197,0.811687168,0.438522835,0.440209076,0.610596033,0.38540091,0.7609185,0.409611257,0.226695718,0.398096239,0.761421755
207512,2529811,9,3.19,0.125823871,0.264224186,0.382087298,2,0.900490225,0.196600724,0.83148796,0.484071186,0.382616408,0.404769347,0.153232532,0.33010352,0.248299495,0.229358143,0.860272726
278552,2546003,8,2.38,0.176201911,0.611952141,0.949321145,5,0.276364,0.89718392,0.8807794,0.381323301,0.189717039,0.345221837,0.960569512,0.629740178,0.766861889,0.554721531,0.256573247
298359,2726780,3,6.57,0.165089294,0.721629065,0.198344987,3,0.075484951,0.721634848,0.12160998,0.841281048,0.509267442,0.881638677,0.918897145,0.67241357,0.527939078,0.503477018,0.17805634
234315,2646722,5,5.68,0.720946889,0.895933932,0.084512206,4,0.580740765,0.388385868,0.881219493,0.428859061,0.123331286,0.718019818,0.364195491,0.306631344,0.919496113,0.798592338,0.654603917
229781,2448944,10,5.17,0.985023589,0.636424039,0.336164488,2,0.744462199,0.654923407,0.394630298,0.251686119,0.488447286,0.613322009,0.551014545,0.409614287,0.522444748,0.257637592,0.577536569
211655,2646886,5,5.92,0.487891281,0.967412395,0.491680688,1,0.375444338,0.942782687,0.432806371,0.92207443,0.650783811,0.309495713,0.753295689,0.625708121,0.310112306,0.984018382,0.325093664
322016,2760712,1,2.3,0.885521729,0.512248538,0.88754429,5,0.632718042,0.168998436,0.634423529,0.793680636,0.981035406,0.392683587,0.095060148,0.300437124,0.60356878,0.97755593,0.671696223
277157,2742653,2,2.62,0.712380884,0.038119332,0.368001768,3,0.893614671,0.464386836,0.880244625,0.169233623,0.569706441,0.47081492,0.875681057,0.270184298,0.064976446,0.641395477,0.061970658
339869,2773751,1,2.13,0.56532927,0.463090195,0.01769861,3,0.946714154,0.550621474,0.55907487,0.54370573,0.42099464,0.204917713,0.187412796,0.492077202,0.674676361,0.650148654,0.759531929
259797,2714578,4,1.35,0.883283997,0.899589919,0.729199831,3,0.325874968,0.592848259,0.55923934,0.130430812,0.096401844,0.120179198,0.270083383,0.23058741,0.501151804,0.613854623,0.416383515
269423,2543478,8,7.57,0.892996263,0.080122208,0.122689215,3,0.025592698,0.587754751,0.827428286,0.003980726,0.318178057,0.091278003,0.253427823,0.696486075,0.168776356,0.612938999,0.55974157
238389,2646969,5,1.71,0.748423993,0.595763874,0.94903389,2,0.308158996,0.762325003,0.010416893,0.973729717,0.709137635,0.877867116,0.802617723,0.270784373,0.166330771,0.755820817,0.847547479
276241,2569127,7,4.23,0.556096708,0.866049977,0.348339469,3,0.383139869,0.748373395,0.115152607,0.277503984,0.456652356,0.6168109,0.17875187,0.412368653,0.089923813,0.273291124,0.988432965
270744,2731009,3,3.63,0.539326587,0.614752282,0.462022815,3,0.742989902,0.415432964,0.989044665,0.873435443,0.881832178,0.881160233,0.948073866,0.00850777,0.690006242,0.794208108,0.281618653
252251,2661499,5,4,0.386844272,0.847756673,0.784512924,5,0.050243883,0.263737147,0.193308041,0.635472851,0.450193161,0.562910327,0.740823535,0.20316555,0.932099872,0.93972112,0.2447398
219314,2523232,9,1.78,0.188705541,0.91028071,0.929839099,2,0.666909518,0.377669715,0.692300061,0.001073015,0.867790644,0.888919273,0.958894584,0.484393423,0.059318247,0.504446739,0.219120561
329430,2753443,2,1.98,0.917855641,0.327357556,0.011306307,2,0.341863886,0.923580183,0.624679276,0.716769586,0.379113425,0.448569894,0.454149226,0.23238433,0.66645074,0.383025132,0.442182251
273166,2743394,2,4.38,0.901553113,0.182992033,0.343574647,2,0.465904945,0.657858385,0.503695958,0.128752466,0.0472591,0.795009192,0.237896635,0.962978387,0.989099411,0.283876081,0.942823321
219670,2605572,6,3.03,0.220654049,0.174601105,0.161768187,1,0.532954604,0.775796142,0.451606821,0.461373934,0.375865488,0.917938736,0.422523772,0.747821806,0.262618997,0.219323594,0.440829918
253722,2519660,9,2.73,0.31008287,0.276223791,0.949919463,2,0.781418401,0.951696788,0.78747208,0.339385478,0.609745802,0.736287574,0.015881136,0.477892158,0.100564429,0.704969443,0.445269659
216311,2598933,6,5.66,0.360175098,0.730678012,0.353118837,3,0.089120106,0.6087887,0.631813241,0.84289975,0.960060334,0.899247017,0.92778702,0.509502228,0.145235416,0.266736928,0.192496221
257398,2718075,4,1.75,0.930143845,0.811348154,0.796333788,3,0.095482557,0.91568937,0.762011275,0.235107708,0.251458787,0.572721242,0.491679581,0.345876985,0.962606496,0.983710442,0.345222247
217580,2616924,6,3.5,0.862504613,0.802947408,0.097286204,4,0.445194282,0.531093815,0.033616957,0.484243767,0.719133717,0.202839162,0.651859289,0.183252123,0.77259194,0.515705056,0.675017279
211122,2582596,7,8.34,0.96477022,0.466611085,0.497056135,4,0.024053225,0.807008643,0.548850319,0.961050285,0.708866385,0.942279531,0.353483591,0.946925056,0.258814112,0.905205493,0.099805293
284203,2778003,1,1.84,0.981517678,0.709281265,0.881846524,1,0.92047815,0.067461385,0.194064498,0.106156755,0.264027169,0.958551443,0.315937354,0.277961521,0.419816102,0.982891373,0.465269508
269030,2543144,8,3.09,0.645399882,0.982495177,0.418356218,5,0.428023976,0.358924843,0.483884756,0.188122785,0.575567208,0.723345442,0.303089087,0.004615073,0.251331207,0.786715093,0.613962526
229231,2459674,10,10.89,0.138340021,0.163988102,0.690141852,4,0.827202453,0.196388996,0.644221319,0.916520138,0.762103403,0.798499149,0.298292281,0.28094311,0.632997851,0.344260319,0.032714115
233080,2596188,7,3.53,0.049251979,0.61582051,0.543719078,1,0.91788518,0.549422662,0.285389607,0.21168069,0.619998929,0.51724513,0.403526967,0.58606912,0.965675726,0.97202288,0.643491644
216672,2516478,9,2.49,0.562811278,0.109008406,0.29224901,2,0.867554863,0.099924987,0.23813755,0.785552812,0.140688315,0.186097781,0.907149447,0.038226065,0.220304928,0.21429009,0.828338875
249013,2715903,4,1.28,0.538489702,0.619569533,0.024177285,5,0.788985475,0.433091227,0.047059854,0.081363789,0.362950372,0.374409872,0.527554084,0.399208518,0.750429667,0.866509858,0.410411
223802,2648367,5,4.64,0.454867428,0.06288354,0.359442706,1,0.085765707,0.101411142,0.050341806,0.281373687,0.03370926,0.244622291,0.466755693,0.06825096,0.430658013,0.713265198,0.866665428
304876,2634074,6,1.7,0.922087553,0.325510073,0.971427086,3,0.084038145,0.488492696,0.68460194,0.635498327,0.20976419,0.184854792,0.499183756,0.362314139,0.519485697,0.549085351,0.969114308
216451,2554001,8,3.05,0.517624183,0.839223826,0.048058534,4,0.811093085,0.861579212,0.067874065,0.821732059,0.967374853,0.613881503,0.903473157,0.625671628,0.112114389,0.94021255,0.636214263
319137,2685186,5,3.19,0.152793906,0.766805291,0.802626127,3,0.379429241,0.866652346,0.416777357,0.715409152,0.942318806,0.137842731,0.247396298,0.761960786,0.970390791,0.086407916,0.307677268
226020,2706896,4,9.08,0.697151853,0.910254748,0.172633257,1,0.5632419,0.451451192,0.261490253,0.016238145,0.188236373,0.564796869,0.677716316,0.509494504,0.453414842,0.385296564,0.481678162
284333,2742282,2,4.51,0.18108463,0.863966744,0.004284641,4,0.353807845,0.993218376,0.71724416,0.865590935,0.470819624,0.496880233,0.541293076,0.832046329,0.591405894,0.199699786,0.483089046
198627,2533753,8,6.73,0.82444302,0.552200867,0.16377078,1,0.001508871,0.829291994,0.339889059,0.103463495,0.959203753,0.275902461,0.590638411,0.623000479,0.891758266,0.896055828,0.956660747
236404,2719007,3,3.28,0.745010078,0.117944376,0.302114671,1,0.869535385,0.377054696,0.222346768,0.370521985,0.653519819,0.486822765,0.630609984,0.733308256,0.389203702,0.180116068,0.000376205
268599,2717540,4,2.51,0.266243576,0.141654075,0.837844358,5,0.030161417,0.873976411,0.171748723,0.594225522,0.886307058,0.0560185,0.745378521,0.23021845,0.432721326,0.852476106,0.674437786
296011,2708954,4,4.16,0.638753307,0.227615355,0.908266645,2,0.407468232,0.511939001,0.819634394,0.963638471,0.166542355,0.117677291,0.847903365,0.545222833,0.675429635,0.639174459,0.303058497
317281,2736387,2,2.73,0.217256331,0.632902126,0.588161088,4,0.929021316,0.511468304,0.235530462,0.684577713,0.771448271,0.049924746,0.462035749,0.420508067,0.719200641,0.917675318,0.270702668
228462,2694903,4,3.96,0.087321206,0.722849604,0.995205106,4,0.985930093,0.382900882,0.92927642,0.35164779,0.860199461,0.4900849,0.247113371,0.307401689,0.273043037,0.08723044,0.331278394
219567,2698846,4,1.37,0.714698997,0.515006103,0.541798674,5,0.840072342,0.730320752,0.273552851,0.083557061,0.607863414,0.856734973,0.448341364,0.903582255,0.04694554,0.169529726,0.946018253
275898,2660365,5,4.17,0.541802508,0.245958771,0.986316856,2,0.747897102,0.979705105,0.940276614,0.634886541,0.997523398,0.855818396,0.454586329,0.330210588,0.265244019,0.134949706,0.043746849
315838,2735607,2,4.6,0.567758584,0.279303152,0.716171635,3,0.410658007,0.366461868,0.489671012,0.891300957,0.573571128,0.662273004,0.967582403,0.838281506,0.132399328,0.231021613,0.373208569
199305,2573772,7,2.62,0.382648299,0.196807099,0.266813712,5,0.133343032,0.370342387,0.555664209,0.917570684,0.72150906,0.947305266,0.765281079,0.294613537,0.120612848,0.409013667,0.869270271
326528,2747789,2,6.32,0.795679753,0.822214979,0.932599419,2,0.969315206,0.98024072,0.193707649,0.741890209,0.578336197,0.829517116,0.129590543,0.182918845,0.721976334,0.867358943,0.517431549
